item_name,choice_description,choice_description
Chicken Bowl,"FreshTomatoSalsaMild,RoastedChiliCornSalsaMedium,FajitaVeggies,Rice",1
Chicken Bowl,"FreshTomatoSalsaMild,RoastedChiliCornSalsaMedium,Rice,Cheese,SourCream,Guacamole,Lettuce",1
Chicken Bowl,"FreshTomatoSalsaMild,RoastedChiliCornSalsaMedium,Rice,SourCream,Guacamole,Lettuce",1
Chicken Bowl,"FreshTomatoSalsaMild,RoastedChiliCornSalsaMedium,TomatilloRedChiliSalsaHot,BlackBeans,Rice,Cheese,SourCream",1
Chicken Bowl,"FreshTomatoSalsaMild,RoastedChiliCornSalsaMedium,TomatilloRedChiliSalsaHot,BlackBeans,Rice,FajitaVeggies,Cheese,SourCream,Lettuce",1
Chicken Bowl,"FreshTomatoSalsaMild,RoastedChiliCornSalsaMedium,TomatilloRedChiliSalsaHot,PintoBeans,Rice,FajitaVeggies,Cheese,SourCream,Lettuce",1
Chicken Bowl,"FreshTomatoSalsaMild,TomatilloGreenChiliSalsaMedium,RoastedChiliCornSalsaMedium,BlackBeans,Rice,FajitaVeggies,Cheese,Guacamole,Lettuce",1
Chicken Bowl,"FreshTomatoSalsaMild,TomatilloGreenChiliSalsaMedium,RoastedChiliCornSalsaMedium,TomatilloRedChiliSalsaHot,BlackBeans,Rice,FajitaVeggies,Cheese,SourCream",1
Chicken Bowl,"FreshTomatoSalsaMild,TomatilloRedChiliSalsaHot,Guacamole,Rice,BlackBeans,Cheese,SourCream",1
Chicken Bowl,"RoastedChiliCornSalsa,BlackBeans,Cheese,Guacamole",1
Chicken Bowl,"RoastedChiliCornSalsa,BlackBeans,SourCream,Cheese,Guacamole",1
Chicken Bowl,"RoastedChiliCornSalsa,Cheese,Lettuce",1
Chicken Bowl,"RoastedChiliCornSalsa,Cheese,Lettuce,FajitaVegetables,Rice",1
Chicken Bowl,"RoastedChiliCornSalsa,FajitaVegetables,BlackBeans,Guacamole",1
Chicken Bowl,"RoastedChiliCornSalsa,FajitaVegetables,BlackBeans,PintoBeans,Cheese,Lettuce",1
Chicken Bowl,"RoastedChiliCornSalsa,FajitaVegetables,Cheese,Lettuce",1
Chicken Bowl,"RoastedChiliCornSalsa,FajitaVegetables,Lettuce,BlackBeans",1
Chicken Bowl,"RoastedChiliCornSalsa,FajitaVegetables,PintoBeans,SourCream,Guacamole",1
Chicken Bowl,"RoastedChiliCornSalsa,FajitaVegetables,Rice",1
Chicken Bowl,"RoastedChiliCornSalsa,FajitaVegetables,Rice,BlackBeans,Cheese",1
Chicken Bowl,"RoastedChiliCornSalsa,FajitaVegetables,Rice,BlackBeans,Cheese,Guacamole",1
Chicken Bowl,"RoastedChiliCornSalsa,FajitaVegetables,Rice,BlackBeans,Cheese,Guacamole,Lettuce",1
Chicken Bowl,"RoastedChiliCornSalsa,FajitaVegetables,Rice,BlackBeans,Cheese,Lettuce",1
Chicken Bowl,"RoastedChiliCornSalsa,FajitaVegetables,Rice,BlackBeans,Cheese,SourCream",1
Chicken Bowl,"RoastedChiliCornSalsa,FajitaVegetables,Rice,BlackBeans,Guacamole,Lettuce",1
Chicken Bowl,"RoastedChiliCornSalsa,FajitaVegetables,Rice,BlackBeans,Lettuce",1
Chicken Bowl,"RoastedChiliCornSalsa,FajitaVegetables,Rice,BlackBeans,PintoBeans,Cheese,Guacamole,Lettuce",1
Chicken Bowl,"RoastedChiliCornSalsa,FajitaVegetables,Rice,BlackBeans,PintoBeans,Cheese,SourCream,Guacamole,Lettuce",1
Chicken Bowl,"RoastedChiliCornSalsa,FajitaVegetables,Rice,BlackBeans,SourCream,Lettuce",1
Chicken Bowl,"RoastedChiliCornSalsa,FajitaVegetables,Rice,Cheese,SourCream",1
Chicken Bowl,"RoastedChiliCornSalsa,FajitaVegetables,Rice,Cheese,SourCream,Guacamole,Lettuce",1
Chicken Bowl,"RoastedChiliCornSalsa,FajitaVegetables,Rice,PintoBeans,Cheese,Guacamole,Lettuce",1
Chicken Bowl,"RoastedChiliCornSalsa,FajitaVegetables,Rice,PintoBeans,Cheese,Lettuce",1
Chicken Bowl,"RoastedChiliCornSalsa,FajitaVegetables,Rice,PintoBeans,Cheese,SourCream,Guacamole,Lettuce",1
Chicken Bowl,"RoastedChiliCornSalsa,FajitaVegetables,Rice,SourCream,Lettuce",1
Chicken Bowl,"RoastedChiliCornSalsa,Rice,BlackBeans,Cheese,Guacamole,Lettuce",1
Chicken Bowl,"RoastedChiliCornSalsa,Rice,BlackBeans,Cheese,Lettuce",1
Chicken Bowl,"RoastedChiliCornSalsa,Rice,BlackBeans,Cheese,SourCream",1
Chicken Bowl,"RoastedChiliCornSalsa,Rice,BlackBeans,Cheese,SourCream,Guacamole",1
Chicken Bowl,"RoastedChiliCornSalsa,Rice,BlackBeans,Guacamole,Lettuce",1
Chicken Bowl,"RoastedChiliCornSalsa,Rice,BlackBeans,SourCream",1
Chicken Bowl,"RoastedChiliCornSalsa,Rice,BlackBeans,SourCream,Cheese,Lettuce,Guacamole",1
Chicken Bowl,"RoastedChiliCornSalsa,Rice,Cheese",1
Chicken Bowl,"RoastedChiliCornSalsa,Rice,Cheese,SourCream,Guacamole",1
Chicken Bowl,"RoastedChiliCornSalsa,Rice,Cheese,SourCream,Guacamole,Lettuce",1
Chicken Bowl,"RoastedChiliCornSalsa,Rice,FajitaVegetables,Lettuce,PintoBeans,BlackBeans,Guacamole,Cheese",1
Chicken Bowl,"RoastedChiliCornSalsa,Rice,Lettuce",1
Chicken Bowl,"RoastedChiliCornSalsa,Rice,PintoBeans,Cheese,SourCream,Guacamole",1
Chicken Bowl,"RoastedChiliCornSalsa,Rice,PintoBeans,Lettuce,Guacamole",1
Chicken Bowl,"RoastedChiliCornSalsaMedium,BlackBeans,FajitaVeggies,Cheese,Guacamole,Lettuce",1
Chicken Bowl,"RoastedChiliCornSalsaMedium,BlackBeans,Rice,Cheese,Guacamole,Lettuce",1
Chicken Bowl,"RoastedChiliCornSalsaMedium,BlackBeans,Rice,FajitaVeggies,Cheese,SourCream,Guacamole,Lettuce",1
Chicken Bowl,"RoastedChiliCornSalsaMedium,BlackBeans,Rice,SourCream,Guacamole",1
Chicken Bowl,"RoastedChiliCornSalsaMedium,Cheese",1
Chicken Bowl,"RoastedChiliCornSalsaMedium,FreshTomatoSalsaMild,FajitaVeggies,Lettuce,Rice,BlackBeans",1
Chicken Bowl,"RoastedChiliCornSalsaMedium,FreshTomatoSalsaMild,Rice,BlackBeans,FajitaVeggies,Cheese,SourCream,Guacamole",1
Chicken Bowl,"RoastedChiliCornSalsaMedium,PintoBeans,BlackBeans,Rice,Cheese,SourCream,Guacamole",1
Chicken Bowl,"RoastedChiliCornSalsaMedium,PintoBeans,BlackBeans,Rice,FajitaVeggies,Cheese,Lettuce",1
Chicken Bowl,"RoastedChiliCornSalsaMedium,PintoBeans,Rice,Cheese,SourCream,Lettuce",1
Chicken Bowl,"RoastedChiliCornSalsaMedium,PintoBeans,Rice,FajitaVeggies,Cheese,SourCream,Lettuce",1
Chicken Bowl,"RoastedChiliCornSalsaMedium,Rice,FajitaVeggies,Cheese",1
Chicken Bowl,"RoastedChiliCornSalsaMedium,Rice,FajitaVeggies,SourCream",1
Chicken Bowl,"RoastedChiliCornSalsaMedium,TomatilloGreenChiliSalsaMedium,Rice,FajitaVeggies,Cheese,SourCream,Lettuce",1
Chicken Bowl,"RoastedChiliCornSalsaMedium,TomatilloRedChiliSalsaHot,FreshTomatoSalsaMild,TomatilloGreenChiliSalsaMedium,Rice,BlackBeans,FajitaVeggies,Cheese,SourCream",1
Chicken Bowl,"RoastedChiliCornSalsaMedium,TomatilloRedChiliSalsaHot,PintoBeans,Rice,FajitaVeggies",1
Chicken Bowl,"RoastedChiliCornSalsaMedium,TomatilloRedChiliSalsaHot,PintoBeans,Rice,FajitaVeggies,Cheese",1
Chicken Bowl,"RoastedChiliCornSalsaMedium,TomatilloRedChiliSalsaHot,PintoBeans,Rice,FajitaVeggies,Cheese,Lettuce",1
Chicken Bowl,"TomatilloGreenChiliSalsa,FajitaVegetables,BlackBeans,SourCream,Lettuce",1
Chicken Bowl,"TomatilloGreenChiliSalsa,FajitaVegetables,Rice",1
Chicken Bowl,"TomatilloGreenChiliSalsa,FajitaVegetables,Rice,BlackBeans",1
Chicken Bowl,"TomatilloGreenChiliSalsa,FajitaVegetables,Rice,BlackBeans,Cheese,SourCream,Guacamole,Lettuce",1
Chicken Bowl,"TomatilloGreenChiliSalsa,FajitaVegetables,Rice,BlackBeans,Cheese,SourCream,Lettuce",1
Chicken Bowl,"TomatilloGreenChiliSalsa,FajitaVegetables,Rice,Cheese,Guacamole,Lettuce",1
Chicken Bowl,"TomatilloGreenChiliSalsa,FajitaVegetables,Rice,Cheese,Lettuce",1
Chicken Bowl,"TomatilloGreenChiliSalsa,FajitaVegetables,Rice,PintoBeans,Cheese,Guacamole,Lettuce",1
Chicken Bowl,"TomatilloGreenChiliSalsa,FajitaVegetables,Rice,PintoBeans,Cheese,SourCream,Lettuce",1
Chicken Bowl,"TomatilloGreenChiliSalsa,FajitaVegetables,Rice,SourCream,Guacamole",1
Chicken Bowl,"TomatilloGreenChiliSalsa,Rice,BlackBeans",1
Chicken Bowl,"TomatilloGreenChiliSalsa,Rice,BlackBeans,Cheese,Guacamole",1
Chicken Bowl,"TomatilloGreenChiliSalsa,Rice,BlackBeans,Cheese,Lettuce",1
Chicken Bowl,"TomatilloGreenChiliSalsa,Rice,BlackBeans,Cheese,SourCream,Lettuce",1
Chicken Bowl,"TomatilloGreenChiliSalsa,Rice,BlackBeans,PintoBeans,Guacamole,Lettuce",1
Chicken Bowl,"TomatilloGreenChiliSalsa,Rice,Cheese",1
Chicken Bowl,"TomatilloGreenChiliSalsa,Rice,Cheese,Guacamole",1
Chicken Bowl,"TomatilloGreenChiliSalsa,Rice,Cheese,Lettuce",1
Chicken Bowl,"TomatilloGreenChiliSalsa,Rice,Cheese,SourCream,Guacamole",1
Chicken Bowl,"TomatilloGreenChiliSalsa,Rice,PintoBeans,Cheese,Lettuce",1
Chicken Bowl,"TomatilloGreenChiliSalsa,Rice,PintoBeans,Cheese,SourCream,Lettuce",1
Chicken Bowl,"TomatilloGreenChiliSalsa,Rice,SourCream,Guacamole",1
Chicken Bowl,"TomatilloGreenChiliSalsa,Rice,SourCream,Guacamole,Lettuce",1
Chicken Bowl,"TomatilloGreenChiliSalsaMedium,BlackBeans,Rice,Cheese,SourCream",1
Chicken Bowl,"TomatilloGreenChiliSalsaMedium,BlackBeans,Rice,FajitaVeggies,Cheese,SourCream,Guacamole,Lettuce",1
Chicken Bowl,"TomatilloGreenChiliSalsaMedium,FajitaVeggies,Cheese,Guacamole,Lettuce",1
Chicken Bowl,"TomatilloGreenChiliSalsaMedium,PintoBeans,BlackBeans,Rice,FajitaVeggies,SourCream,Lettuce",1
Chicken Bowl,"TomatilloGreenChiliSalsaMedium,PintoBeans,Rice,FajitaVeggies,Lettuce",1
Chicken Bowl,"TomatilloGreenChiliSalsaMedium,Rice,Cheese,SourCream,Lettuce",1
Chicken Bowl,"TomatilloGreenChiliSalsaMedium,RoastedChiliCornSalsaMedium,BlackBeans,Rice,Cheese,SourCream,Lettuce",1
Chicken Bowl,"TomatilloGreenChiliSalsaMedium,RoastedChiliCornSalsaMedium,BlackBeans,Rice,FajitaVeggies,Cheese,SourCream,Guacamole",1
Chicken Bowl,"TomatilloGreenChiliSalsaMedium,RoastedChiliCornSalsaMedium,BlackBeans,Rice,FajitaVeggies,Cheese,SourCream,Lettuce",1
Chicken Bowl,"TomatilloGreenChiliSalsaMedium,RoastedChiliCornSalsaMedium,Rice,FajitaVeggies,Guacamole,Lettuce",1
Chicken Bowl,"TomatilloGreenChiliSalsaMedium,TomatilloRedChiliSalsaHot,PintoBeans,Rice,FajitaVeggies,Cheese,SourCream,Guacamole",1
Chicken Bowl,TomatilloRedChiliSalsa,1
Chicken Bowl,"TomatilloRedChiliSalsa,BlackBeans,Cheese,SourCream",1
Chicken Bowl,"TomatilloRedChiliSalsa,FajitaVegetables",1
Chicken Bowl,"TomatilloRedChiliSalsa,FajitaVegetables,BlackBeans,SourCream,Cheese,Lettuce",1
Chicken Bowl,"TomatilloRedChiliSalsa,FajitaVegetables,Rice,BlackBeans,Cheese,Guacamole,Lettuce",1
Chicken Bowl,"TomatilloRedChiliSalsa,FajitaVegetables,Rice,BlackBeans,Cheese,Lettuce",1
Chicken Bowl,"TomatilloRedChiliSalsa,FajitaVegetables,Rice,BlackBeans,Cheese,SourCream,Lettuce",1
Chicken Bowl,"TomatilloRedChiliSalsa,FajitaVegetables,Rice,Cheese,Guacamole",1
Chicken Bowl,"TomatilloRedChiliSalsa,Rice",1
Chicken Bowl,"TomatilloRedChiliSalsa,Rice,BlackBeans",1
Chicken Bowl,"TomatilloRedChiliSalsa,Rice,BlackBeans,Cheese,Guacamole",1
Chicken Bowl,"TomatilloRedChiliSalsa,Rice,BlackBeans,Cheese,Lettuce",1
Chicken Bowl,"TomatilloRedChiliSalsa,Rice,BlackBeans,Cheese,SourCream",1
Chicken Bowl,"TomatilloRedChiliSalsa,Rice,BlackBeans,PintoBeans,Cheese,SourCream",1
Chicken Bowl,"TomatilloRedChiliSalsa,Rice,BlackBeans,SourCream,Guacamole,Lettuce",1
Chicken Bowl,"TomatilloRedChiliSalsa,Rice,Cheese",1
Chicken Bowl,"TomatilloRedChiliSalsa,Rice,Cheese,SourCream,Guacamole",1
Chicken Bowl,"TomatilloRedChiliSalsa,Rice,FajitaVegetables,BlackBeans,Cheese,Lettuce,Guacamole",1
Chicken Bowl,"TomatilloRedChiliSalsa,Rice,FajitaVegetables,BlackBeans,SourCream,Cheese",1
Chicken Bowl,"TomatilloRedChiliSalsa,Rice,FajitaVegetables,SourCream,Lettuce",1
Chicken Bowl,"TomatilloRedChiliSalsa,Rice,PintoBeans,Cheese,Lettuce",1
Chicken Bowl,"TomatilloRedChiliSalsa,Rice,PintoBeans,Guacamole,Lettuce",1
Chicken Bowl,"TomatilloRedChiliSalsa,Rice,SourCream,Cheese,Guacamole",1
Chicken Bowl,"TomatilloRedChiliSalsa,SourCream,Cheese,Guacamole,Lettuce,BlackBeans,Rice",1
Chicken Bowl,"TomatilloRedChiliSalsaHot,BlackBeans,Cheese,Lettuce",1
Chicken Bowl,"TomatilloRedChiliSalsaHot,BlackBeans,Rice,Cheese,SourCream",1
Chicken Bowl,"TomatilloRedChiliSalsaHot,BlackBeans,Rice,Cheese,SourCream,Lettuce",1
Chicken Bowl,"TomatilloRedChiliSalsaHot,BlackBeans,Rice,FajitaVeggies,Cheese,Lettuce",1
Chicken Bowl,"TomatilloRedChiliSalsaHot,Cheese,Lettuce,Rice,BlackBeans",1
Chicken Bowl,"TomatilloRedChiliSalsaHot,Cheese,SourCream,FajitaVeggies,PintoBeans,Rice",1
Chicken Bowl,"TomatilloRedChiliSalsaHot,PintoBeans,BlackBeans,Rice,FajitaVeggies,Cheese,SourCream,Lettuce",1
Chicken Bowl,"TomatilloRedChiliSalsaHot,PintoBeans,Cheese,SourCream,Rice,FajitaVeggies,Guacamole",1
Chicken Bowl,"TomatilloRedChiliSalsaHot,PintoBeans,Rice,Cheese,SourCream,Guacamole",1
Chicken Bowl,"TomatilloRedChiliSalsaHot,PintoBeans,Rice,Cheese,SourCream,Lettuce",1
Chicken Bowl,"TomatilloRedChiliSalsaHot,PintoBeans,Rice,FajitaVeggies,Cheese,SourCream,Lettuce",1
Chicken Bowl,"TomatilloRedChiliSalsaHot,Rice",1
Chicken Bowl,"TomatilloRedChiliSalsaHot,Rice,FajitaVeggies,PintoBeans,SourCream,Cheese,Guacamole",1
Chicken Bowl,"TomatilloRedChiliSalsaHot,Rice,FajitaVeggies,SourCream,Lettuce",1
Chicken Bowl,"TomatilloRedChiliSalsaHot,Rice,PintoBeans,FajitaVeggies,Cheese,SourCream,Guacamole",1
Chicken Bowl,"TomatilloRedChiliSalsaHot,SourCream,Cheese,FajitaVeggies,Guacamole,Rice,PintoBeans",1
Chicken Bowl,"TomatilloRedChiliSalsaHot,TomatilloGreenChiliSalsaMedium,Rice,BlackBeans,Cheese,Lettuce",1
Chicken Bowl,"TomatilloRedChiliSalsaHot,TomatilloGreenChiliSalsaMedium,Rice,BlackBeans,Lettuce",1
Chicken Burrito,"FreshTomatoSalsa,Rice,BlackBeans,Cheese,SourCream,Lettuce",16
Chicken Burrito,"FreshTomatoSalsa,Rice,BlackBeans,Cheese,SourCream",13
Chicken Burrito,"FreshTomatoSalsa,Rice,BlackBeans,Cheese,SourCream,Guacamole,Lettuce",12
Chicken Burrito,"FreshTomatoSalsa,Rice,BlackBeans,Cheese,Lettuce",10
Chicken Burrito,"FreshTomatoSalsa,Rice,Cheese,SourCream,Lettuce",10
Chicken Burrito,"FreshTomatoSalsa,Rice",9
Chicken Burrito,"TomatilloRedChiliSalsa,Rice,BlackBeans,Cheese",9
Chicken Burrito,"FreshTomatoSalsa,Rice,Cheese,Lettuce",8
Chicken Burrito,"FreshTomatoSalsaMild,BlackBeans,Rice,Cheese,SourCream,Lettuce",8
Chicken Burrito,"FreshTomatoSalsa,Rice,BlackBeans,Cheese,Guacamole,Lettuce",7
Chicken Burrito,"TomatilloGreenChiliSalsaMedium,PintoBeans,Rice,Cheese,SourCream",7
Chicken Burrito,"FreshTomatoSalsa,FajitaVegetables,Rice,BlackBeans,Cheese,SourCream,Lettuce",6
Chicken Burrito,"FreshTomatoSalsa,FajitaVegetables,Rice",5
Chicken Burrito,"FreshTomatoSalsa,Rice,BlackBeans,Cheese",5
Chicken Burrito,"FreshTomatoSalsa,Rice,Cheese,SourCream",5
Chicken Burrito,"TomatilloRedChiliSalsa,Rice,Cheese,SourCream",5
Chicken Burrito,"TomatilloRedChiliSalsa,Rice,PintoBeans,Cheese",5
Chicken Burrito,"TomatilloRedChiliSalsa,Rice,PintoBeans,SourCream,Guacamole,Lettuce",5
Chicken Burrito,"TomatilloRedChiliSalsaHot,BlackBeans,Rice,Cheese",5
Chicken Burrito,"FreshTomatoSalsa,FajitaVegetables,Rice,BlackBeans,Cheese,SourCream,Guacamole,Lettuce",4
Chicken Burrito,"RoastedChiliCornSalsaMedium,BlackBeans,Rice,Cheese,SourCream",4
Chicken Burrito,"RoastedChiliCornSalsaMedium,Rice,FajitaVeggies,Cheese,SourCream,Lettuce",4
Chicken Burrito,"TomatilloGreenChiliSalsa,Rice,PintoBeans,Cheese,Lettuce",4
Chicken Burrito,"TomatilloRedChiliSalsaHot,BlackBeans,Rice,Cheese,SourCream,Guacamole",4
Chicken Burrito,"FreshTomatoSalsa,FajitaVegetables,Rice,BlackBeans,Cheese",3
Chicken Burrito,"FreshTomatoSalsa,FajitaVegetables,Rice,SourCream,Lettuce",3
Chicken Burrito,"FreshTomatoSalsa,Rice,BlackBeans",3
Chicken Burrito,"FreshTomatoSalsa,Rice,BlackBeans,Cheese,SourCream,Guacamole",3
Chicken Burrito,"FreshTomatoSalsa,Rice,BlackBeans,SourCream,Cheese,Lettuce",3
Chicken Burrito,"FreshTomatoSalsa,Rice,Cheese,SourCream,Guacamole",3
Chicken Burrito,"FreshTomatoSalsa,Rice,PintoBeans,Cheese,SourCream",3
Chicken Burrito,"FreshTomatoSalsa,Rice,PintoBeans,Cheese,SourCream,Lettuce",3
Chicken Burrito,"FreshTomatoSalsa,Rice,SourCream,Cheese,Guacamole",3
Chicken Burrito,"FreshTomatoSalsa,Rice,SourCream,Cheese,Lettuce,Guacamole",3
Chicken Burrito,"FreshTomatoSalsaMild,BlackBeans,Rice,SourCream,Guacamole",3
Chicken Burrito,"FreshTomatoSalsaMild,PintoBeans,Rice,Cheese,SourCream,Lettuce",3
Chicken Burrito,"FreshTomatoSalsaMild,Rice,Cheese,SourCream,Lettuce",3
Chicken Burrito,"RoastedChiliCornSalsa,FajitaVegetables,Rice,SourCream,Guacamole,Lettuce",3
Chicken Burrito,"RoastedChiliCornSalsa,Rice,BlackBeans",3
Chicken Burrito,"RoastedChiliCornSalsa,Rice,BlackBeans,Cheese",3
Chicken Burrito,"RoastedChiliCornSalsa,Rice,BlackBeans,Cheese,Lettuce,Guacamole",3
Chicken Burrito,"RoastedChiliCornSalsa,Rice,BlackBeans,Cheese,SourCream,Lettuce",3
Chicken Burrito,"RoastedChiliCornSalsa,Rice,BlackBeans,SourCream,Cheese,Lettuce",3
Chicken Burrito,"RoastedChiliCornSalsa,Rice,Cheese,SourCream,Lettuce",3
Chicken Burrito,"RoastedChiliCornSalsaMedium,Rice,FajitaVeggies,Cheese",3
Chicken Burrito,"TomatilloGreenChiliSalsa,Rice,BlackBeans,Cheese,SourCream",3
Chicken Burrito,"TomatilloGreenChiliSalsa,Rice,BlackBeans,Cheese,SourCream,Lettuce",3
Chicken Burrito,"TomatilloRedChiliSalsa,Rice,BlackBeans,Cheese,SourCream",3
Chicken Burrito,"TomatilloRedChiliSalsa,Rice,Cheese,Lettuce",3
Chicken Burrito,"TomatilloRedChiliSalsaHot,BlackBeans,Rice,Cheese,SourCream,Lettuce",3
Chicken Burrito,FreshTomatoSalsa,2
Chicken Burrito,"FreshTomatoSalsa,Cheese,SourCream,Lettuce",2
Chicken Burrito,"FreshTomatoSalsa,FajitaVegetables,Rice,BlackBeans,Cheese,Lettuce",2
Chicken Burrito,"FreshTomatoSalsa,FajitaVegetables,Rice,BlackBeans,PintoBeans,Cheese,SourCream,Guacamole,Lettuce",2
Chicken Burrito,"FreshTomatoSalsa,FajitaVegetables,Rice,PintoBeans,Cheese,Guacamole,Lettuce",2
Chicken Burrito,"FreshTomatoSalsa,Rice,BlackBeans,Cheese,Guacamole",2
Chicken Burrito,"FreshTomatoSalsa,Rice,BlackBeans,SourCream",2
Chicken Burrito,"FreshTomatoSalsa,Rice,BlackBeans,SourCream,Lettuce",2
Chicken Burrito,"FreshTomatoSalsa,Rice,Cheese,SourCream,Guacamole,Lettuce",2
Chicken Burrito,"FreshTomatoSalsa,Rice,FajitaVegetables,SourCream,Cheese,Guacamole",2
Chicken Burrito,"FreshTomatoSalsa,Rice,Guacamole,Cheese,SourCream",2
Chicken Burrito,"FreshTomatoSalsa,Rice,PintoBeans,Cheese,Guacamole,Lettuce",2
Chicken Burrito,"FreshTomatoSalsa,Rice,PintoBeans,Cheese,SourCream,Guacamole,Lettuce",2
Chicken Burrito,"FreshTomatoSalsaMild,BlackBeans,Rice,FajitaVeggies,Cheese,SourCream,Lettuce",2
Chicken Burrito,"FreshTomatoSalsaMild,Cheese,Lettuce",2
Chicken Burrito,"FreshTomatoSalsaMild,Rice,Cheese,Lettuce",2
Chicken Burrito,"FreshTomatoSalsaMild,Rice,FajitaVeggies,Cheese,SourCream,Guacamole,Lettuce",2
Chicken Burrito,"FreshTomatoSalsaMild,Rice,FajitaVeggies,Cheese,SourCream,Lettuce",2
Chicken Burrito,"FreshTomatoSalsaMild,Rice,FajitaVeggies,Lettuce",2
Chicken Burrito,"Rice,Cheese",2
Chicken Burrito,"RoastedChiliCornSalsa,FajitaVegetables,Rice",2
Chicken Burrito,"RoastedChiliCornSalsa,FajitaVegetables,Rice,BlackBeans,Cheese,SourCream,Guacamole,Lettuce",2
Chicken Burrito,"RoastedChiliCornSalsa,FajitaVegetables,Rice,PintoBeans,Cheese,SourCream,Lettuce",2
Chicken Burrito,"RoastedChiliCornSalsa,Guacamole,Lettuce,Rice,FajitaVegetables,SourCream",2
Chicken Burrito,"RoastedChiliCornSalsa,Rice,BlackBeans,Guacamole",2
Chicken Burrito,"RoastedChiliCornSalsa,Rice,PintoBeans,Cheese,SourCream,Guacamole",2
Chicken Burrito,"RoastedChiliCornSalsa,Rice,SourCream,Cheese,Guacamole",2
Chicken Burrito,"RoastedChiliCornSalsaMedium,BlackBeans,Rice,Cheese,SourCream,Lettuce",2
Chicken Burrito,"RoastedChiliCornSalsaMedium,BlackBeans,Rice,FajitaVeggies,Cheese,SourCream,Guacamole,Lettuce",2
Chicken Burrito,"RoastedChiliCornSalsaMedium,Rice,Cheese,Lettuce",2
Chicken Burrito,"TomatilloGreenChiliSalsa,Rice,BlackBeans,Cheese",2
Chicken Burrito,"TomatilloGreenChiliSalsa,Rice,PintoBeans,Cheese,SourCream,Guacamole,Lettuce",2
Chicken Burrito,"TomatilloGreenChiliSalsa,Rice,PintoBeans,SourCream,Cheese,Lettuce",2
Chicken Burrito,"TomatilloGreenChiliSalsaMedium,Rice,Cheese,Guacamole",2
Chicken Burrito,"TomatilloRedChiliSalsa,FajitaVegetables,Rice,BlackBeans,Cheese,SourCream,Guacamole,Lettuce",2
Chicken Burrito,"TomatilloRedChiliSalsa,Guacamole,Cheese",2
Chicken Burrito,"TomatilloRedChiliSalsa,Rice,BlackBeans,Cheese,Guacamole,Lettuce",2
Chicken Burrito,"TomatilloRedChiliSalsa,Rice,BlackBeans,Cheese,Lettuce",2
Chicken Burrito,"TomatilloRedChiliSalsa,Rice,BlackBeans,Cheese,SourCream,Guacamole,Lettuce",2
Chicken Burrito,"TomatilloRedChiliSalsa,Rice,BlackBeans,Cheese,SourCream,Lettuce",2
Chicken Burrito,"TomatilloRedChiliSalsa,Rice,BlackBeans,SourCream,Cheese,Lettuce",2
Chicken Burrito,"TomatilloRedChiliSalsa,Rice,BlackBeans,SourCream,Cheese,Lettuce,Guacamole",2
Chicken Burrito,"TomatilloRedChiliSalsa,Rice,Cheese",2
Chicken Burrito,"TomatilloRedChiliSalsaHot,BlackBeans,FajitaVeggies,Cheese,SourCream,Guacamole,Lettuce",2
Chicken Burrito,"TomatilloRedChiliSalsaHot,BlackBeans,Rice,Cheese,SourCream,Guacamole,Lettuce",2
Chicken Burrito,"FreshTomatoMild,BlackBeans,Rice,SourCream,Cheese",1
Chicken Burrito,"FreshTomatoMild,Guacamole,Lettuce,Rice,FajitaVeggies,Cheese",1
Chicken Burrito,"FreshTomatoMild,Guacamole,Lettuce,Rice,FajitaVeggies,SourCream,Cheese",1
Chicken Burrito,"FreshTomatoMild,Guacamole,Rice,FajitaVeggies,SourCream,Cheese",1
Chicken Burrito,"FreshTomatoMild,Guacamole,Rice,SourCream,Cheese",1
Chicken Burrito,"FreshTomatoMild,Lettuce,Rice,FajitaVeggies,SourCream,Cheese",1
Chicken Burrito,"FreshTomatoSalsa,BlackBeans,Cheese,Guacamole,Lettuce",1
Chicken Burrito,"FreshTomatoSalsa,BlackBeans,Cheese,SourCream",1
Chicken Burrito,"FreshTomatoSalsa,BlackBeans,PintoBeans,Cheese,Guacamole,Lettuce",1
Chicken Burrito,"FreshTomatoSalsa,Cheese",1
Chicken Burrito,"FreshTomatoSalsa,Cheese,Lettuce",1
Chicken Burrito,"FreshTomatoSalsa,Cheese,Rice,BlackBeans,Lettuce",1
Chicken Burrito,"FreshTomatoSalsa,Cheese,SourCream",1
Chicken Burrito,"FreshTomatoSalsa,FajitaVegetables,Cheese,Lettuce",1
Chicken Burrito,"FreshTomatoSalsa,FajitaVegetables,PintoBeans,Cheese,Guacamole",1
Chicken Burrito,"FreshTomatoSalsa,FajitaVegetables,Rice,BlackBeans,PintoBeans,Cheese,Lettuce",1
Chicken Burrito,"FreshTomatoSalsa,FajitaVegetables,Rice,BlackBeans,PintoBeans,Guacamole,Lettuce",1
Chicken Burrito,"FreshTomatoSalsa,FajitaVegetables,Rice,Cheese,Guacamole",1
Chicken Burrito,"FreshTomatoSalsa,FajitaVegetables,Rice,Cheese,SourCream",1
Chicken Burrito,"FreshTomatoSalsa,FajitaVegetables,Rice,Cheese,SourCream,Guacamole,Lettuce",1
Chicken Burrito,"FreshTomatoSalsa,FajitaVegetables,Rice,Cheese,SourCream,Lettuce",1
Chicken Burrito,"FreshTomatoSalsa,FajitaVegetables,Rice,PintoBeans,Cheese,SourCream",1
